Number;Date;UID;Desc;Group;Cat
1337484;2022-12-07 13:19:35.030;05cebd67-8862-4eaf-95db-6ad109967806;Застряли в лифте 2 подъезда;Лифты;Человек застрял в лифте
1337493;07.12.2022 13:43;167a1df1-882a-439a-8119-19991d89d7c6;Застряли в груз. лифте. Лифт трясется при движении.;Лифты;Человек застрял в лифте
1338071;08.12.2022 16:28;2508d377-c5bf-4aee-94cd-a56b61903a4c;Застряли в лифте 1 подъезда;Лифты;Человек застрял в лифте
1338397;09.12.2022 14:17;3fe06ae9-9751-47b5-be69-4586bdbbc9f5;Застряли в лифте 2 подъезда;Лифты;Человек застрял в лифте
1339788;13.12.2022 11:42;9b9c9a49-2072-4679-a18d-8b0a548d40b1;Застряли в лифте 1 подъезда;Лифты;Человек застрял в лифте
1339869;13.12.2022 14:09;9f8c4b9c-80e1-48b2-af6b-9388dfa4331c;п №3 застряли в лифте,после   откл.света;Лифты;Человек застрял в лифте
1339874;13.12.2022 14:24;ee0eeb09-a390-4774-9146-fadd1a7d487c;п №2 застряли в лифте;Лифты;Человек застрял в лифте
1340844;15.12.2022 13:36;7341f0c1-d066-4379-8a96-fd6baf55c347;Застряли в лифте 2 подъезда;Лифты;Человек застрял в лифте
1340877;2022-12-15 14:14:56.030;c2a0aedf-09fc-441d-bbee-7905faf77ada;Застряли в лифте 1 подъезда;Лифты;Человек застрял в лифте
1341408;18.12.2022 0:59;3ccb8813-62a8-4136-b7cd-923a55f34174;Застряли в лифте 2 подъ. ;Лифты;Человек застрял в лифте
1342581;20.12.2022 19:08;0eae3ea4-d99e-4c91-a958-da90aa54977d;застряли в лифте ;Лифты;Человек застрял в лифте
1342628;21.12.2022 8:34;d0b1fd6e-11e0-493a-8d27-e065fe14c42e;Застряли в лифте ;Лифты;Человек застрял в лифте
1342938;21.12.2022 21:21;1ab8b15e-b18c-4ce0-80dc-da40a029289e;Застряли в лифте 1 подъезд ;Лифты;Человек застрял в лифте
1343409;22.12.2022 15:41;e63087c2-dda6-4d66-979f-f6a5989f4c8a;Застряли в лифте 1 подъезда;Лифты;Человек застрял в лифте
1344320;25.12.2022 16:32;79634954-aa18-4124-b5d3-dd315e5812e2;Застрял в кабине лифта в 1 подъезде;Лифты;Человек застрял в лифте
1344844;26.12.2022 20:42;e63087c2-dda6-4d66-979f-f6a5989f4c8a;п №1 застряли в  лифте;Лифты;Человек застрял в лифте
1345124;27.12.2022 14:28;e68d7013-5b25-473a-993d-90c16e6047ad;Застряли в лифте 3 подъезда;Лифты;Человек застрял в лифте
1345753;29.12.2022 14:36;167a1df1-882a-439a-8119-19991d89d7c6;Застряли в груз. лифте;Лифты;Человек застрял в лифте
1345977;30.12.2022 10:38;167a1df1-882a-439a-8119-19991d89d7c6;Застряли в грузовом лифте;Лифты;Человек застрял в лифте
1162553;26.01.2022 16:11;95a84211-4024-4543-bf04-4f445c32596a;Закрепить фонарь  над козырьком 1подъезда ;Управление домом;Электроэнергия
1162566;26.01.2022 17:08;9884e4a6-2ce4-485b-913d-8e75c7779302;Нет света в квартире (частично) замыкание в эл, щитке ;Управление домом;Электроэнергия
1162574;2022-01-26 17:28:57.077;6d0ee6df-17ac-41a9-b9db-751be23d5970;Нет света в квартире ;Управление домом;Электроэнергия
1162626;27.01.2022 8:31;b1b71a24-9581-43fc-8afc-95cb37b2c2cf;Установить светильники -срочно!Ожидается проверка.;Управление домом;Электроэнергия
1162637;27.01.2022 8:46;b1b71a24-9581-43fc-8afc-95cb37b2c2cf;Замена ламп в спортивном зале и замена светильников в группе;Управление домом;Электроэнергия
1162669;27.01.2022 10:12;c5534648-b719-4dfe-8530-6498a4c086d4;После замены лампы быстро перегорают-работают 15 минут;Управление домом;Электроэнергия
1162677;27.01.2022 10:28;0da15dd9-405f-4e8c-9fd1-d61515d42cb8;После протопа в квартире не выключается свет. не работают розетки. счетчик залит водой.;Управление домом;Электроэнергия
1162694;2022-01-27 11:06:33.090;bcbd607a-4955-40ec-8347-a3b1b3a2a56f;Провести  эл. провод 10м  и подключить светильник в группе;Управление домом;Электроэнергия
1162793;27.01.2022 16:56;3f83e584-5cf9-49e3-b0e0-ad17de48a10d;С торца дома не горит фонарь и перед  входом в п №1-2 лампочки не  горят;Управление домом;Электроэнергия
1162797;27.01.2022 17:54;dc897e29-86fc-402f-a6fb-b34659a0ad21;Под № 3  запах эл.проводки,и идет дым из эл.щитовой;Управление домом;Электроэнергия
1162798;27.01.2022 18:09;dc897e29-86fc-402f-a6fb-b34659a0ad21;Выехали пожарные,п № 3 задымление,нужен электрик;Управление домом;Электроэнергия
1162868;28.01.2022 9:37;7d4590e0-ee21-496d-beae-dafd9955bf63;Нет освещ. в подвале- во всем;Управление домом;Электроэнергия
1162918;28.01.2022 11:28;72c58bb9-62f7-4f59-95b1-ed747869d168;ЗАМЕНА 4-Х ЛД ламп;Управление домом;Электроэнергия
1162936;2022-01-28 13:10:42.053;74e79aff-27b1-40ca-83ae-42c3ae319cde;Нет света на 2 эт в 1 подъезде;Управление домом;Электроэнергия
1162947;28.01.2022 14:07;05cebd67-8862-4eaf-95db-6ad109967806;Нет эл.снабжения;Управление домом;Электроэнергия
1162957;28.01.2022 14:53;05cebd67-8862-4eaf-95db-6ad109967806;Нет эл.снабжения;Управление домом;Электроэнергия
1162978;28.01.2022 16:28;ad97b8ee-4aa8-4293-a820-2249bf190ca8;Сильный гул из подвала от общ.эл.щитка в течении суток.;Управление домом;Электроэнергия
1162979;28.01.2022 16:35;7341f0c1-d066-4379-8a96-fd6baf55c347;Не работает розетка и люстра в коридоре;Управление домом;Электроэнергия
1162984;28.01.2022 17:20;7341f0c1-d066-4379-8a96-fd6baf55c347;Вкрутить лампочку в светильник люминисц.20 (2 -ой подъезд 3 эт возле лифта);Управление домом;Электроэнергия
1163061;29.01.2022 14:25;a5de8ac1-ae04-4ee0-a0ee-15159cfbac05;Нет напряжения в одной розетке в комнате;Управление домом;Электроэнергия
1163129;30.01.2022 10:14;78bcccc8-c695-4bb0-aaad-39d8b29d096c;Нет света на 1,2,3,эт ;Управление домом;Электроэнергия
1163160;30.01.2022 16:53;78bcccc8-c695-4bb0-aaad-39d8b29d096c;Провести осмотр эл.проводки и подключение компьютера в 318 кв.идет сильное потребление, выбивает э\снаб. в ком. правого крыла всех этажах, предохр. горят;Управление домом;Электроэнергия
1163161;2022-01-30 17:11:17.035;2a29c396-49b2-4bce-b578-0863f8b1992f;Нет освещения на всех л\клетках с 1 по 5 этажи и  в коридорах;Управление домом;Электроэнергия
1163169;30.01.2022 19:01;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Мигает светильник над 5 подъездом снаружи;Управление домом;Электроэнергия
1163236;31.01.2022 9:28;43ef53e2-f601-45c9-b05e-938920fa7e03;Замена сч. эл/эн;Управление домом;Электроэнергия
1163252;31.01.2022 9:45;a61f5fdd-2e1e-4a80-a212-2b8c72a63a49;Замена перегоревших лампочек по подъездам;Управление домом;Электроэнергия
1163280;31.01.2022 10:18;92a6d9c7-6251-43ff-a6f1-10eb04b138dc;Снять новогодние гирлянды с подъездов и отдать ст.по дому;Управление домом;Электроэнергия
1163293;31.01.2022 10:31;2a29c396-49b2-4bce-b578-0863f8b1992f;Нет света   в среднем подъезде , на всех этажах;Управление домом;Электроэнергия
1163295;2022-01-31 10:33:40.084;e36129e7-0d1d-44bd-bb8b-ecb7b823719f;Замена ламп-12 шт.;Управление домом;Электроэнергия
1163296;31.01.2022 10:34;abd58f23-1cdb-4e25-89d0-7a85f2230453;Не работает светод.светильник  на 7 эт при выходе из лифта(сразу,с правой стороны) и под ним произвести замену выключателя.;Управление домом;Электроэнергия
1163321;31.01.2022 11:11;8012f310-1e2b-4299-ab17-e526bb68920b;ОТКЛЮЧАЕТСЯ СВЕТ ПРИ ВКЛЮЧЕНИИ МУЗ. ЦЕНТРА;Управление домом;Электроэнергия
1163322;31.01.2022 11:11;f6dc9db7-9996-4605-88c3-a45d6760f708;В зале  треск от розетки;Управление домом;Электроэнергия
1163344;31.01.2022 12:16;5339a9b1-bab1-40fd-b3c6-593176bf7612;На 1 эт  в туалете сломан выключатель-замена;Управление домом;Электроэнергия
1163355;31.01.2022 13:03;ea05d47c-d823-45a8-9ed5-93c7b1c8c159;Выбивает автомат,нет света в квартире;Управление домом;Электроэнергия
1163363;2022-01-31 14:08:15.012;b58cf9fa-b2fb-45c1-9b2d-72b1023b9750;Выбивает автоматы. искрит в щитке.;Управление домом;Электроэнергия
1163366;31.01.2022 14:13;0d67533c-c3de-4ca9-a728-d82f3ee96a98;Заменить лампочки на 1 этаже в 1 подъезде;Управление домом;Электроэнергия
1163396;31.01.2022 15:25;8012f310-1e2b-4299-ab17-e526bb68920b;Выбивает автомат в клубе , когда включаем музыкальный центр в классе;Управление домом;Электроэнергия
1163401;31.01.2022 15:43;bcbd607a-4955-40ec-8347-a3b1b3a2a56f;Установить 10 светильников в группе;Управление домом;Электроэнергия
1163422;31.01.2022 17:48;9884e4a6-2ce4-485b-913d-8e75c7779302;Пропало э/снабжение в 32, 34, 49 квартирах;Управление домом;Электроэнергия
1163431;31.01.2022 19:20;5b51a458-1994-4965-b135-47ea5adb34ff;Пропало э\снабжение в половине квартиры, сначала мигал свет;Управление домом;Электроэнергия
1163455;01.02.2022 8:03;92ea2d37-2606-42b9-8dbb-ed9852e18715;В эл/щитовой перевести эл/эн. со 2 секции на 1-ю;Управление домом;Электроэнергия
1163498;01.02.2022 9:05;a92e105e-0757-4327-96f8-6e395529eb41;Нет света в группе на 2 этаже;Управление домом;Электроэнергия
1163502;01.02.2022 9:16;b1b71a24-9581-43fc-8afc-95cb37b2c2cf;Замена ламп ;Управление домом;Электроэнергия
1163544;2022-02-01 10:34:15.062;3a68db59-7e1e-44c2-aa56-e3f5c122d5b9;Замена светильников - 7 штук-в группе и туалете;Управление домом;Электроэнергия
1163551;01.02.2022 10:44;78bcccc8-c695-4bb0-aaad-39d8b29d096c;В щитовой в общ. коридоре левое крыло 1 этаж-выбивает автомат;Управление домом;Электроэнергия
1163569;01.02.2022 11:19;00cc28c1-3c57-4e8b-aaa1-72083f02c6cf;Пропало эн/снаб. в одной комнате;Управление домом;Электроэнергия
1163573;01.02.2022 11:26;2cd44e63-f118-4634-829d-3d8b800e7a3f;Замена автомата на ул. освещение;Управление домом;Электроэнергия
1163584;01.02.2022 11:39;8fa62488-66f5-41b4-98bd-c66a9fc420ac;Сгорел  и оплавился плафон на площ. 1 этажа во 2 подъезде;Управление домом;Электроэнергия
1163618;01.02.2022 12:49;7eeddb9d-3ade-494e-b647-a6afad661de0;Подключить уличное освещение;Управление домом;Электроэнергия
1163631;01.02.2022 13:13;d8d75ec2-60b8-4d33-b485-2bf0a0de0ca9;Спаять проводку в квартире;Управление домом;Электроэнергия
1163685;01.02.2022 15:11;8012f310-1e2b-4299-ab17-e526bb68920b;Замена эл.проводки( материал есть);Управление домом;Электроэнергия
1163736;01.02.2022 16:44;e36129e7-0d1d-44bd-bb8b-ecb7b823719f;Течь  сверху на люстру в ср. группе в коридоре ( 2-й эт);Управление домом;Электроэнергия
1163786;01.02.2022 20:22;78bcccc8-c695-4bb0-aaad-39d8b29d096c;Левая сторона п № 1, 2 эт весь дыму,выехали пожарные,нужен электрик;Управление домом;Электроэнергия
1163803;02.02.2022 7:13;7d4aa5b9-5b79-4129-88f0-b5ee2833f408;Нет напряжения на эл.плиты и  кух.оборуд-ние,в некоторых кабинетах нет света и напряжения в розетках;Управление домом;Электроэнергия
1163810;2022-02-02 07:40:32.028;2cd44e63-f118-4634-829d-3d8b800e7a3f;Заменить эл.автомат;Управление домом;Электроэнергия
1163818;02.02.2022 8:07;b1b71a24-9581-43fc-8afc-95cb37b2c2cf;Установить лампы-доделать работу;Управление домом;Электроэнергия
1163836;02.02.2022 8:26;dd0779aa-0be9-459c-98f8-0f0cd794f255;Замена предохранителя в сч. эл/эн;Управление домом;Электроэнергия
1163863;02.02.2022 9:02;a02f4357-e1f1-4d91-a697-dbebeb4e97da;Замена ламп каб. №305-2 шт. Ремонт светильников в каб. №302;Управление домом;Электроэнергия
1164102;02.02.2022 15:20;8fa62488-66f5-41b4-98bd-c66a9fc420ac;Нет света в 1 подъезде (общие коридоры) и над 1 подъездом на входе.;Управление домом;Электроэнергия
1164314;03.02.2022 9:20;78bcccc8-c695-4bb0-aaad-39d8b29d096c;Замена лампы дн.света в общ коридоре ;Управление домом;Электроэнергия
1164372;03.02.2022 10:17;e226800b-6abb-434f-8e09-4332522ba731;Замена лампочки в тамбуре на 1 эт.;Управление домом;Электроэнергия
1164381;03.02.2022 10:31;78bcccc8-c695-4bb0-aaad-39d8b29d096c;Замена светильника на 1эт ;Управление домом;Электроэнергия
1164459;03.02.2022 12:35;a720fc3e-977c-4a64-8b26-63ca17d98df0;Провести ревизию подключения эл.эн из общ.щитка в квартиру №34;Управление домом;Электроэнергия
1165505;06.02.2022 8:50;68a0131e-174d-4c9f-b209-4aed8545a114;Замкнуло электричество, нет света.;Управление домом;Электроэнергия
1165592;06.02.2022 13:03;e6873578-7e4d-4e04-a7c4-f2dc21815b9f;Нет света в квартире (частично);Управление домом;Электроэнергия
1165747;07.02.2022 7:47;3a68db59-7e1e-44c2-aa56-e3f5c122d5b9;Закрепить светильник в гр. (взять перфоритор);Управление домом;Электроэнергия
1165750;2022-02-07 07:50:45.079;e86aae9a-45f6-4dff-8c90-22f998fb82ff;Не горит фонать над входом в 8 подъездом ;Управление домом;Электроэнергия
1165751;07.02.2022 7:51;e86aae9a-45f6-4dff-8c90-22f998fb82ff;Не горит фонарь над входом в 8 подъездом ;Управление домом;Электроэнергия
1165772;07.02.2022 8:36;bfbcec3e-0c1b-4f32-a4b2-b85f11ea9f2e;Заменить лампы в гр. и в спальной ;Управление домом;Электроэнергия
1165784;07.02.2022 8:49;86bca579-b588-4f5b-8d3e-4c32a0ad027f;Проверить эл.выключатель в спальной (не горит люстра);Управление домом;Электроэнергия
1165816;07.02.2022 9:25;acab0a0b-ecfb-44db-9527-1b16e289ebc3;Не горит свет в ванной ;Управление домом;Электроэнергия
1165942;07.02.2022 11:33;c07cab2c-34d7-47b8-bbc8-b43b1421ee42;Не работает эл.розетка на кухне ;Управление домом;Электроэнергия
1166196;07.02.2022 19:58;89012e59-67cf-4080-91c4-27bccd8f0389;На 4 этаже нет света (общий коридор);Управление домом;Электроэнергия
1166238;08.02.2022 7:29;a701e1f6-8261-4483-aeae-a0da607181bc;Нет света во 2 подъезде (общие коридоры) и домофон.;Управление домом;Электроэнергия
1166359;08.02.2022 9:55;dc897e29-86fc-402f-a6fb-b34659a0ad21;Не работает розетка, разобрана распредкоробка, провести ее ревизию.;Управление домом;Электроэнергия
1166388;08.02.2022 10:14;e8529648-511e-4e1d-a46b-d9f3379c5246;Нужен электрик проверить эл.счетчик в квартире, протекло с крыши;Управление домом;Электроэнергия
1167231;10.02.2022 7:43;29f15794-837d-4393-b8c2-f72a55aed39a;Замкнуло в эл.проводке, нет э\снабжения в квартире;Управление домом;Электроэнергия
1167252;2022-02-10 08:15:18.013;bcbd607a-4955-40ec-8347-a3b1b3a2a56f;Установить 10 светильников.;Управление домом;Электроэнергия
1167255;10.02.2022 8:17;e6a957ee-22a9-4692-ba06-d1211d039e90;Установить патрон в 1 подъезде на 2 этаже (общий коридор).;Управление домом;Электроэнергия
1167311;2022-02-10 09:13:05.008;a02f4357-e1f1-4d91-a697-dbebeb4e97da;Замена ламп в спорт.зале.;Управление домом;Электроэнергия
1167773;31.01.2022 10:05;fce2db74-28a4-4eac-95a6-c1269270601c;Замена в подъездах эл.лампы на л/к;Управление домом;Электроэнергия
1167783;2022-02-08 10:01:25.063;7ec6b821-35f9-41da-be1f-8b7269034c6a;Мигает свет в ванной комнате, проверить в чем дело;Управление домом;Электроэнергия
1167980;11.02.2022 9:39;d4a5ff51-2de4-405d-9a59-61a102f9778a;Замена ламп 18V- 2шт. на 7эт. ;Управление домом;Электроэнергия
1168349;12.02.2022 8:30;77c32ffa-8ced-4c5b-b3ea-4dcba2e625de;Нет э\снабжения во всей квартире;Управление домом;Электроэнергия
1168476;12.02.2022 12:30;e78419b5-f2e2-4b96-8696-30baba353af4;Оголились эл. провода к эл. счетчику  и оплавился корпус счетчика, провести ревизию, возможно, требуется замена ;Управление домом;Электроэнергия
1168506;12.02.2022 13:49;c5534648-b719-4dfe-8530-6498a4c086d4;Заменить эл.пакетник на квартиру в эл.щитке, сгорел, Адс электрик соединил напрямую;Управление домом;Электроэнергия
1168586;12.02.2022 18:26;5f9bdc65-c045-46d2-b987-f4d0f4789c0a;П № 3  слетел  фонарь над  подъездом;Управление домом;Электроэнергия
1168591;12.02.2022 18:55;b13bba64-2e2c-4b47-91c1-5a741088977c;Перегорела лампочка  в тамбуре п №1 ;Управление домом;Электроэнергия
1168718;2022-02-13 13:31:37.020;3ccb8813-62a8-4136-b7cd-923a55f34174;Замена автомата в электрощитке;Управление домом;Электроэнергия
1168945;14.02.2022 9:41;78bcccc8-c695-4bb0-aaad-39d8b29d096c;1 этаж , правое крыло перед лестничной клетке нет света.;Управление домом;Электроэнергия
1168966;14.02.2022 10:02;bcbd607a-4955-40ec-8347-a3b1b3a2a56f;Установить 8 светильников.;Управление домом;Электроэнергия
1168988;14.02.2022 10:19;38976e40-c9f1-4a3e-8a73-9c90a586b0cb;Нет света во 2 подъезде, не работает домофон в 3 подъезде. Проверить электричество. ;Управление домом;Электроэнергия
1169039;14.02.2022 11:09;5df31114-6849-4960-83a4-a7dcb00a1d41;Демонтаж и демонтаж  9 светильников.;Управление домом;Электроэнергия
1169040;14.02.2022 11:09;5df31114-6849-4960-83a4-a7dcb00a1d41;Монтаж и демонтаж  9 светильников.;Управление домом;Электроэнергия
1169109;14.02.2022 12:54;5ded25a9-0fd5-488f-9fdc-12a4cb0afc9a;Установка 2 светодиодных светильника в группах;Управление домом;Электроэнергия
1169246;14.02.2022 16:03;bfbcec3e-0c1b-4f32-a4b2-b85f11ea9f2e;Нужен электрик с перфоратором;Управление домом;Электроэнергия
1169437;15.02.2022 9:45;183467dd-2d15-4efe-abf1-401e80b299f4;Установить светильник в теплопункте, нужен перфоратор;Управление домом;Электроэнергия
1183794;15.02.2022 18:44;eba1d826-5d8a-47c8-9091-40a8194f31e5;Днем и ночью горят светильники над всеми 3-мя подъездами дома, отрегулировать их.;Управление домом;Электроэнергия
1183810;15.02.2022 19:35;c1c6e9fb-cbac-4cf1-bddb-97679da9fd35;Во 2 подвале нет света (замена ламп).;Управление домом;Электроэнергия
1183836;15.02.2022 21:56;727ce93c-1e4a-43e7-a9a4-07274dabe8a1;Нет света в квартире.;Управление домом;Электроэнергия
1183966;16.02.2022 9:48;b27e559a-9b5a-42cd-9ce6-3c5032918cf5;Проверить  подключение эл. счетчика, провести ревизию , много крутит;Управление домом;Электроэнергия
1184012;16.02.2022 10:46;2af8dffe-a79e-405f-b952-3ae6a4772e13;Замена светильника на СД в медкабинете;Управление домом;Электроэнергия
1184089;16.02.2022 12:55;8012f310-1e2b-4299-ab17-e526bb68920b;Разбит фонарь на крыльце подъезда со ст. ул. Московской-2 подъезд;Управление домом;Электроэнергия
1184100;16.02.2022 13:14;409e1b0b-d284-4a23-9129-e90c4fc0b792;Замена автомата в эл.щитка;Управление домом;Электроэнергия
1184133;2022-02-16 14:15:46.088;f00d9a9c-7858-4e3a-8282-e90ece80c196;Произвести ремонт плафона  на кухне;Управление домом;Электроэнергия
1184147;16.02.2022 14:42;9c774cc3-8e1c-4f64-a4d8-82b75f0e778c;Открыть щитовую для перезапитки эл/провода-провода подведены;Управление домом;Электроэнергия
1184420;17.02.2022 10:56;a7ac2f9d-fd78-49df-81e0-191ee192f11d;Кнопка звонка нагрелась. Звонок пост. звенит.;Управление домом;Электроэнергия
1185358;17.02.2022 21:40;5a7076c4-3897-42c7-8043-9e29e130c5c9;Установить светод.светильник на л/к 5 эт,п № 2(либо произвести ремонт установленного ранее,светод.светильника).После установки светод.светильника,произвести демонтаж лампы накаливания.(т.к устали вкручивать СВОИ !лампочки,постоянно перегорают);Управление домом;Электроэнергия
1185389;18.02.2022 8:17;fd9392d4-bd1f-40d4-b6a6-e9c9202e78e3;Замена 3-х люмин. ламп в светильниках.;Управление домом;Электроэнергия
1185397;2022-02-18 08:29:26.025;3313e337-7991-40d8-abed-750f957d46e6;В коридоре 4 под. на 5 этаже перегорела лампа-заменить;Управление домом;Электроэнергия
1185432;18.02.2022 9:04;66dc46f7-cf35-4d62-ad58-8e23c10d2cc3;Не работает выключатель (ванная, санузел);Управление домом;Электроэнергия
1185478;18.02.2022 10:31;813328b0-58e7-4aa4-b5f6-c0fe8afbd7ed;Сломан выключатель в тамбуре 2 подъезда-не выключается уличный фонарь;Управление домом;Электроэнергия
1185481;18.02.2022 10:34;7d4aa5b9-5b79-4129-88f0-b5ee2833f408;Ремонт выключателя в группе.Установить светильник.;Управление домом;Электроэнергия
1185556;18.02.2022 12:42;b3ebbae5-3843-4f7e-b048-c7aa5517eb62;В 4 подъезде  на 1 этаже нет света (общий коридор). ;Управление домом;Электроэнергия
1185569;18.02.2022 13:04;a720fc3e-977c-4a64-8b26-63ca17d98df0;Греются эл.провода в эл.счетчике.;Управление домом;Электроэнергия
1185585;18.02.2022 13:27;a8bb2035-06a0-49ba-aef6-f4f9712ab024;Замена светильников в квартире;Управление домом;Электроэнергия
1185622;18.02.2022 15:11;72c58bb9-62f7-4f59-95b1-ed747869d168;Нужен электрик  с перфаратором. укрепить силовой кабель;Управление домом;Электроэнергия
1185629;2022-02-18 15:21:56.016;7341f0c1-d066-4379-8a96-fd6baf55c347;1 под. 1 этаж-нет освещения;Управление домом;Электроэнергия
1185645;18.02.2022 15:40;64ee092f-26cc-40b0-ab1b-bc37702d6ac7;Убрать свисающий с крыши провод-мешает;Управление домом;Электроэнергия
1185833;19.02.2022 19:12;d6257b7b-d68c-449f-aef3-6c4af1a2d78f;Нет э/снабжения во всех квартирах  5 подъезда, замкнуло в эл.счетчике в нашей квартире;Управление домом;Электроэнергия
1186062;2022-02-21 08:43:29.071;f51ae43f-ed62-4a9c-a84a-31f0ea1c23a0;Подключить новую проводку к эл/счетчику;Управление домом;Электроэнергия
1186092;21.02.2022 9:19;224cdb86-9bae-48df-a24f-def3a0a2c46b;Проверить работу сч. эл/эн-перестал работать;Управление домом;Электроэнергия
1186112;21.02.2022 9:45;786f92b9-1a8e-45df-9183-4f8ead2f6e5c;Ремонт розетки.;Управление домом;Электроэнергия
1186207;21.02.2022 12:05;c5534648-b719-4dfe-8530-6498a4c086d4;Плавится розетка в ванной;Управление домом;Электроэнергия
1186250;21.02.2022 13:31;4fb7730c-fa9a-406a-828a-7e6267fb4fec;Не работает розетка;Управление домом;Электроэнергия
1186301;21.02.2022 14:39;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Установить новый светильник над 2 подъездом;Управление домом;Электроэнергия
1186341;21.02.2022 15:54;3313e337-7991-40d8-abed-750f957d46e6;Сгорел обогреватель. распл. розетка и вилка-на 1 эт. в 3 подъезде;Управление домом;Электроэнергия
1186393;21.02.2022 20:00;e226800b-6abb-434f-8e09-4332522ba731;Нет света на л/пл;Управление домом;Электроэнергия
1186568;22.02.2022 11:01;56f36f6c-9994-43f3-9007-f0c14daf14da;В 1 подъезде нет освещения;Управление домом;Электроэнергия
1186623;22.02.2022 12:30;3cd9a920-fcbe-4274-981e-ceb3c635a439;Нет освещ. в 1 под. в тамбуре на 3 этаже;Управление домом;Электроэнергия
1186645;22.02.2022 13:40;fcf68bbd-c80c-481d-8fd6-86e0bfd9990c;Провисло дерево на линию электропередач между маг Магнит и домами, где пожарка;Управление домом;Электроэнергия
1187196;24.02.2022 9:56;38976e40-c9f1-4a3e-8a73-9c90a586b0cb;Заменить лампочку на белый холодный свет и проверить датчик (горит круг-но)  над входом во 2 подъезд;Управление домом;Электроэнергия
1187251;24.02.2022 11:11;0114ee66-034c-4ca8-8935-742df66ee0d3;Замена розетки;Управление домом;Электроэнергия
1187276;24.02.2022 11:51;de6baf4a-3932-48f0-8a91-27bb7716444c;Нет э/э  в кв 11,12;Управление домом;Электроэнергия
1187281;24.02.2022 11:56;43ef53e2-f601-45c9-b05e-938920fa7e03;3 Подъезд-нет освещения на 1,2,3 этажах;Управление домом;Электроэнергия
1187298;24.02.2022 12:24;a91ad2a8-c332-4d5a-aa83-754489f742c8;Заменить лампочку на 1 этаже л/площадки;Управление домом;Электроэнергия
1187346;24.02.2022 14:10;78bcccc8-c695-4bb0-aaad-39d8b29d096c;Заменить светильник в общем туалете на 3 этаже в левом крыле;Управление домом;Электроэнергия
1187376;24.02.2022 15:13;1fe51cac-9d1c-4bbf-866f-95226a28a95d;Ремонт выключателя;Управление домом;Электроэнергия
1187387;24.02.2022 15:32;46b94495-b05e-4d95-bc7e-fafd485a0141;Замена ламп в спальнях в группах;Управление домом;Электроэнергия
1187397;2022-02-24 15:55:48.000;1a17464f-4ce7-4d01-bd3e-f1f0cb135fe8;Ревизия ВРУ;Управление домом;Электроэнергия
1187464;24.02.2022 20:01;ed4800bf-eea6-4cb3-81eb-5a27c2417d57;Во время схода снега с крыши оборвался эл.провод с фасада дома и повис на дереве. Закрепить ящик прибора учета на доме ;Управление домом;Электроэнергия
1187592;25.02.2022 10:06;5a46b9b5-55e4-4751-89a2-185956abf451;Над 2 подъездом нет освещения (с улицы на доме);Управление домом;Электроэнергия
1187685;25.02.2022 13:19;d0ff062b-bdb1-44e9-92b1-99b718fd702c;Замена лампы на 2 этаже в 1 подъезде  при выходе из лифта напротив цифры 2 (не среднюю лампу);Управление домом;Электроэнергия
1188037;27.02.2022 10:49;8bc8ad35-97c2-4c5a-b06c-a20865d1cc94;Нет света в квартире ;Управление домом;Электроэнергия
1188064;27.02.2022 12:39;fce2db74-28a4-4eac-95a6-c1269270601c;удленить эл. провод над входом в 1 подъезд (провод короткий трётся об входную дверь и замыкает );Управление домом;Электроэнергия
1188197;28.02.2022 8:57;ae669ab8-4463-4b94-96ac-ae9ab6768790;Заменить светильники в группах ( 2шт);Управление домом;Электроэнергия
1188200;28.02.2022 9:01;ee0eeb09-a390-4774-9146-fadd1a7d487c;Замена плафона  в коридоре на 4 эт п№ 2;Управление домом;Электроэнергия
1188202;28.02.2022 9:02;fce2db74-28a4-4eac-95a6-c1269270601c;Заменить лампочки на л\клетках подъездов;Управление домом;Электроэнергия
1188220;28.02.2022 9:39;3ea2a732-65a8-4745-ba85-5f58377f37de;Замена выключателя на с/у;Управление домом;Электроэнергия
1188232;28.02.2022 9:53;0114ee66-034c-4ca8-8935-742df66ee0d3;Нет освещения на 4 и 5 этажах л\клетки в 4 подъезде.;Управление домом;Электроэнергия
1188233;28.02.2022 9:54;0e282991-d3ed-4f15-a878-05d235ca34e5;Провести ревизию эл. оборудования в подвалах дома;Управление домом;Электроэнергия
1188257;28.02.2022 10:19;5a7076c4-3897-42c7-8043-9e29e130c5c9;Установить светод.светильник на л/к 5 эт,п № 2(либо произвести ремонт установленного ранее,светод.светильника).После установки светод.светильника,произвести демонтаж лампы накаливания.(т.к устали вкручивать СВОИ !лампочки,постоянно перегорают);Управление домом;Электроэнергия
1188268;28.02.2022 10:36;64ee092f-26cc-40b0-ab1b-bc37702d6ac7;Нет освещения на 5 этаже в 4 подъезде;Управление домом;Электроэнергия
1188290;28.02.2022 11:02;dacad90c-9057-42e9-8ec8-8f3fe69293b3;Не работают розетки;Управление домом;Электроэнергия
1188312;2022-02-28 11:19:45.049;9d90869f-de9e-44f4-b730-60796338be02;П № 4 при входе не раб.датчик движения;Управление домом;Электроэнергия
1188368;28.02.2022 12:54;56f36f6c-9994-43f3-9007-f0c14daf14da;Нет освещ. в 1 под. на 3 этаже;Управление домом;Электроэнергия
